index,Date (EST),Contents,Category,Post Title,Date_Ext,token_text,sentiment_py,same_pred
2843,2019/01/25,@SimonJo84856362 Hello! What is the problem with it not working? ^DB @SimonJo84856362 Hello! What is the problem with it not working? ^DB,negative,@SimonJo84856362 Hello! What is the problem with it not working? ^DB,2019/01/25,"['SCREEN_NAME', 'hello', '', 'what', 'is', 'the', 'problem', 'with', 'it', 'not', 'working', '', 'db', 'SCREEN_NAME', 'hello', '', 'what', 'is', 'the', 'problem', 'with', 'it', 'not', 'working', '', 'db']",neutral,0.0
2844,2019/01/26,@D32Alex Sorry to hear that. In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do. @D32Alex Sorry to hear that. In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do.,neutral,@D32Alex Sorry to hear that. In this case we kindly ask you to follow us via Twitter so we can send you more information through your Direct Message. Let us know once you do.,2019/01/26,"['SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'in', 'this', 'case', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'more', 'information', 'through', 'your', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'do', '', 'SCREEN_NAME', 'sorry', 'to', 'hear', 'that', '', 'in', 'this', 'case', 'we', 'kindly', 'ask', 'you', 'to', 'follow', 'us', 'via', 'twitter', 'so', 'we', 'can', 'send', 'you', 'more', 'information', 'through', 'your', 'direct', 'message', '', 'let', 'us', 'know', 'once', 'you', 'do', '']",neutral,1.0
2845,2019/01/23,@Gunwurc you got pc or they have it on playstation now @Gunwurc you got pc or they have it on playstation now,neutral,@Gunwurc you got pc or they have it on playstation now,2019/01/23,"['SCREEN_NAME', 'you', 'got', 'pc', 'or', 'they', 'have', 'it', 'on', 'playstation', 'now', 'SCREEN_NAME', 'you', 'got', 'pc', 'or', 'they', 'have', 'it', 'on', 'playstation', 'now']",neutral,1.0
2846,2019/01/25,@Pablo03782666 Hi Pablo. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks! @Pablo03782666 Hi Pablo. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,positive,@Pablo03782666 Hi Pablo. Please follow us via Twitter and let us know the region of your PSN account so we can send you a Direct Message with further instructions. Thanks!,2019/01/25,"['SCREEN_NAME', 'hi', 'pablo', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '', 'SCREEN_NAME', 'hi', 'pablo', '', 'please', 'follow', 'us', 'via', 'twitter', 'and', 'let', 'us', 'know', 'the', 'region', 'of', 'your', 'psn', 'account', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', 'with', 'further', 'instructions', '', 'thanks', '']",neutral,0.0
2847,2019/01/25,"@SketchDaveP Hello, this limitation would be something to take up with the games publisher as ultimately this is a decision made individually depending on the game. ^NJ @SketchDaveP Hello, this limitation would be something to take up with the games publisher as ultimately this is a decision made individually depending on the game. ^NJ",neutral,"@SketchDaveP Hello, this limitation would be something to take up with the games publisher as ultimately this is a decision made individually depending on the game. ^NJ",2019/01/25,"['SCREEN_NAME', 'hello', '', 'this', 'limitation', 'would', 'be', 'something', 'to', 'take', 'up', 'with', 'the', 'games', 'publisher', 'as', 'ultimately', 'this', 'is', 'a', 'decision', 'made', 'individually', 'depending', 'on', 'the', 'game', '', 'nj', 'SCREEN_NAME', 'hello', '', 'this', 'limitation', 'would', 'be', 'something', 'to', 'take', 'up', 'with', 'the', 'games', 'publisher', 'as', 'ultimately', 'this', 'is', 'a', 'decision', 'made', 'individually', 'depending', 'on', 'the', 'game', '', 'nj']",negative,0.0
2848,2019/01/25,@ShadowRas1 We have sent you a direct message via Twitter with further instructions for this problem. @ShadowRas1 We have sent you a direct message via Twitter with further instructions for this problem.,negative,@ShadowRas1 We have sent you a direct message via Twitter with further instructions for this problem.,2019/01/25,"['SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '', 'SCREEN_NAME', 'we', 'have', 'sent', 'you', 'a', 'direct', 'message', 'via', 'twitter', 'with', 'further', 'instructions', 'for', 'this', 'problem', '']",neutral,0.0
2849,2019/01/23,"PlayStation Now is coming soon to Spain, Italy, Portugal, Denmark, Norway, Finland and Sweden https://t.co/zAJtQaPCpA https://t.co/fJDxB46wjy PlayStation Now is coming soon to Spain, Italy, Portugal, Denmark, Norway, Finland and Sweden https://t.co/zAJtQaPCpA https://t.co/fJDxB46wjy",neutral,"PlayStation Now is coming soon to Spain, Italy, Portugal, Denmark, Norway, Finland and Sweden https://t.co/zAJtQaPCpA https://t.co/fJDxB46wjy",2019/01/23,"['playstation', 'now', 'is', 'coming', 'soon', 'to', 'spain', '', 'italy', '', 'portugal', '', 'denmark', '', 'norway', '', 'finland', 'and', 'sweden', 'playstation', 'now', 'is', 'coming', 'soon', 'to', 'spain', '', 'italy', '', 'portugal', '', 'denmark', '', 'norway', '', 'finland', 'and', 'sweden']",neutral,1.0
2850,2019/01/26,@meme_quxxn Hi! Can you give us a bit of info for this. Do you own an adult's account? Has this account been in existence for 5 years? and what region is your account registered to? ^DK @meme_quxxn Hi! Can you give us a bit of info for this. Do you own an adult's account? Has this account been in existence for 5 years? and what region is your account registered to? ^DK,neutral,@meme_quxxn Hi! Can you give us a bit of info for this. Do you own an adult's account? Has this account been in existence for 5 years? and what region is your account registered to? ^DK,2019/01/26,"['SCREEN_NAME', 'hi', '', 'can', 'you', 'give', 'us', 'a', 'bit', 'of', 'info', 'for', 'this', '', 'do', 'you', 'own', 'an', 'adult', 's', 'account', '', 'has', 'this', 'account', 'been', 'in', 'existence', 'for', '5', 'years', '', 'and', 'what', 'region', 'is', 'your', 'account', 'registered', 'to', '', 'dk', 'SCREEN_NAME', 'hi', '', 'can', 'you', 'give', 'us', 'a', 'bit', 'of', 'info', 'for', 'this', '', 'do', 'you', 'own', 'an', 'adult', 's', 'account', '', 'has', 'this', 'account', 'been', 'in', 'existence', 'for', '5', 'years', '', 'and', 'what', 'region', 'is', 'your', 'account', 'registered', 'to', '', 'dk']",positive,0.0
2851,2019/01/23,"@kochalil I'm going to send you a DM. Please follow us if you haven't already, ^NJ @kochalil I'm going to send you a DM. Please follow us if you haven't already, ^NJ",neutral,"@kochalil I'm going to send you a DM. Please follow us if you haven't already, ^NJ",2019/01/23,"['SCREEN_NAME', 'i', 'm', 'going', 'to', 'send', 'you', 'a', 'dm', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'nj', 'SCREEN_NAME', 'i', 'm', 'going', 'to', 'send', 'you', 'a', 'dm', '', 'please', 'follow', 'us', 'if', 'you', 'havent', 'already', '', 'nj']",neutral,1.0
2852,2019/01/26,"@CoombeDaddy Thank you for trying. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you. @CoombeDaddy Thank you for trying. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you.",positive,"@CoombeDaddy Thank you for trying. Please follow us and let us know once you do, so we can send you a Direct Message. Thank you.",2019/01/26,"['SCREEN_NAME', 'thank', 'you', 'for', 'trying', '', 'please', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', '', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'thank', 'you', '', 'SCREEN_NAME', 'thank', 'you', 'for', 'trying', '', 'please', 'follow', 'us', 'and', 'let', 'us', 'know', 'once', 'you', 'do', '', 'so', 'we', 'can', 'send', 'you', 'a', 'direct', 'message', '', 'thank', 'you', '']",neutral,0.0
2853,2019/01/26,"@jessfraz Hey I know you are prob getting hit up like wildfire, but the PlayStation Now team is hiring for a staff engineering position and i think you'd be a great fit. Im not a recruiter but let me know if you're interested and Ill set you up with one. @jessfraz Hey I know you are prob getting hit up like wildfire, but the PlayStation Now team is hiring for a staff engineering position and i think you'd be a great fit. Im not a recruiter but let me know if you're interested and Ill set you up with one.",neutral,"@jessfraz Hey I know you are prob getting hit up like wildfire, but the PlayStation Now team is hiring for a staff engineering position and i think you'd be a great fit. Im not a recruiter but let me know if you're interested and Ill set you up with one.",2019/01/26,"['SCREEN_NAME', 'hey', 'i', 'know', 'you', 'are', 'prob', 'getting', 'hit', 'up', 'like', 'wildfire', '', 'but', 'the', 'playstation', 'now', 'team', 'is', 'hiring', 'for', 'a', 'staff', 'engineering', 'position', 'and', 'i', 'think', 'you', 'd', 'be', 'a', 'great', 'fit', '', 'i', 'm', 'not', 'a', 'recruiter', 'but', 'let', 'me', 'know', 'if', 'you', 're', 'interested', 'and', 'ill', 'set', 'you', 'up', 'with', 'one', '', 'SCREEN_NAME', 'hey', 'i', 'know', 'you', 'are', 'prob', 'getting', 'hit', 'up', 'like', 'wildfire', '', 'but', 'the', 'playstation', 'now', 'team', 'is', 'hiring', 'for', 'a', 'staff', 'engineering', 'position', 'and', 'i', 'think', 'you', 'd', 'be', 'a', 'great', 'fit', '', 'i', 'm', 'not', 'a', 'recruiter', 'but', 'let', 'me', 'know', 'if', 'you', 're', 'interested', 'and', 'ill', 'set', 'you', 'up', 'with', 'one', '']",neutral,1.0
2854,2019/01/25,@Ace_X_Gambit I am afraid that this is not something we can help with as it must be brought up with EA. ^NJ @Ace_X_Gambit I am afraid that this is not something we can help with as it must be brought up with EA. ^NJ,negative,@Ace_X_Gambit I am afraid that this is not something we can help with as it must be brought up with EA. ^NJ,2019/01/25,"['SCREEN_NAME', 'i', 'am', 'afraid', 'that', 'this', 'is', 'not', 'something', 'we', 'can', 'help', 'with', 'as', 'it', 'must', 'be', 'brought', 'up', 'with', 'ea', '', 'nj', 'SCREEN_NAME', 'i', 'am', 'afraid', 'that', 'this', 'is', 'not', 'something', 'we', 'can', 'help', 'with', 'as', 'it', 'must', 'be', 'brought', 'up', 'with', 'ea', '', 'nj']",negative,1.0
2855,2019/01/25,"@hereinmollywood If you're having issues connecting to the network, please use our Fix & Connect site for assistance: https://t.co/DSEzXVxyEJ ^DB @hereinmollywood If you're having issues connecting to the network, please use our Fix & Connect site for assistance: https://t.co/DSEzXVxyEJ ^DB",neutral,"@hereinmollywood If you're having issues connecting to the network, please use our Fix & Connect site for assistance: https://t.co/DSEzXVxyEJ ^DB",2019/01/25,"['SCREEN_NAME', 'if', 'you', 're', 'having', 'issues', 'connecting', 'to', 'the', 'network', '', 'please', 'use', 'our', 'fix', '', 'connect', 'site', 'for', 'assistance', 'db', 'SCREEN_NAME', 'if', 'you', 're', 'having', 'issues', 'connecting', 'to', 'the', 'network', '', 'please', 'use', 'our', 'fix', '', 'connect', 'site', 'for', 'assistance', 'db']",neutral,1.0
2856,2019/01/24,I liked a @YouTube video https://t.co/idgfi4mDrF Â¡PLAYSTATION NOW HACE DIOS A GAME PASS! - Sasel - Ps4 - xbox one I liked a @YouTube video https://t.co/idgfi4mDrF Â¡PLAYSTATION NOW HACE DIOS A GAME PASS! - Sasel - Ps4 - xbox one,neutral,I liked a @YouTube video https://t.co/idgfi4mDrF Â¡PLAYSTATION NOW HACE DIOS A GAME PASS! - Sasel - Ps4 - xbox one,2019/01/24,"['i', 'liked', 'a', 'SCREEN_NAME', 'video', 'playstation', 'now', 'hace', 'dios', 'a', 'game', 'pass', '', 'sasel', 'ps4', 'xbox', 'one', 'i', 'liked', 'a', 'SCREEN_NAME', 'video', 'playstation', 'now', 'hace', 'dios', 'a', 'game', 'pass', '', 'sasel', 'ps4', 'xbox', 'one']",neutral,1.0
2857,2019/01/21,"@Chris44854666 No worries! Please follow this link for more info on how to reset your password: https://t.co/V5bCXrkqA1 On the right had side you will see a box that says select Answer, click on No. At the bottom select the contact option for further assistance @Chris44854666 No worries! Please follow this link for more info on how to reset your password: https://t.co/V5bCXrkqA1 On the right had side you will see a box that says select Answer, click on No. At the bottom select the contact option for further assistance",neutral,"@Chris44854666 No worries! Please follow this link for more info on how to reset your password: https://t.co/V5bCXrkqA1 On the right had side you will see a box that says select Answer, click on No. At the bottom select the contact option for further assistance",2019/01/21,"['SCREEN_NAME', 'no', 'worries', '', 'please', 'follow', 'this', 'link', 'for', 'more', 'info', 'on', 'how', 'to', 'reset', 'your', 'password', 'on', 'the', 'right', 'had', 'side', 'you', 'will', 'see', 'a', 'box', 'that', 'says', 'select', 'answer', '', 'click', 'on', 'no', '', 'at', 'the', 'bottom', 'select', 'the', 'contact', 'option', 'for', 'further', 'assistance', 'SCREEN_NAME', 'no', 'worries', '', 'please', 'follow', 'this', 'link', 'for', 'more', 'info', 'on', 'how', 'to', 'reset', 'your', 'password', 'on', 'the', 'right', 'had', 'side', 'you', 'will', 'see', 'a', 'box', 'that', 'says', 'select', 'answer', '', 'click', 'on', 'no', '', 'at', 'the', 'bottom', 'select', 'the', 'contact', 'option', 'for', 'further', 'assistance']",neutral,1.0
2858,2019/01/21,"@MrCoolWidIt Hello, sorry to hear that! Please check our 2SV Help page here: https://t.co/JyeSe6riBp. It will guide you through how to resolve this depending on the circumstances. ^NL @MrCoolWidIt Hello, sorry to hear that! Please check our 2SV Help page here: https://t.co/JyeSe6riBp. It will guide you through how to resolve this depending on the circumstances. ^NL",neutral,"@MrCoolWidIt Hello, sorry to hear that! Please check our 2SV Help page here: https://t.co/JyeSe6riBp. It will guide you through how to resolve this depending on the circumstances. ^NL",2019/01/21,"['SCREEN_NAME', 'hello', '', 'sorry', 'to', 'hear', 'that', '', 'please', 'check', 'our', '2sv', 'help', 'page', 'here', '', 'it', 'will', 'guide', 'you', 'through', 'how', 'to', 'resolve', 'this', 'depending', 'on', 'the', 'circumstances', '', 'nl', 'SCREEN_NAME', 'hello', '', 'sorry', 'to', 'hear', 'that', '', 'please', 'check', 'our', '2sv', 'help', 'page', 'here', '', 'it', 'will', 'guide', 'you', 'through', 'how', 'to', 'resolve', 'this', 'depending', 'on', 'the', 'circumstances', '', 'nl']",negative,0.0
2859,2019/01/24,@MaxwellClassic They just have a streaming service called PlayStation Now you can play games on. It sucks though honestly @MaxwellClassic They just have a streaming service called PlayStation Now you can play games on.  It sucks though honestly,negative,@MaxwellClassic They just have a streaming service called PlayStation Now you can play games on.  It sucks though honestly,2019/01/24,"['SCREEN_NAME', 'they', 'just', 'have', 'a', 'streaming', 'service', 'called', 'playstation', 'now', 'you', 'can', 'play', 'games', 'on', '', 'it', 'sucks', 'though', 'honestly', 'SCREEN_NAME', 'they', 'just', 'have', 'a', 'streaming', 'service', 'called', 'playstation', 'now', 'you', 'can', 'play', 'games', 'on', '', 'it', 'sucks', 'though', 'honestly']",neutral,0.0
